subj_code	condition	desktop_conf	attent_conf	instr_tests	Cond_sum	Rating_CC	Rating_SE	explanation	age	gender	tech_issues
tu3TG3Kp4nr5	1	1: I confirm	1: I will take it seriously	3	cont_radial_unlimited	5	5	The c is emitting unlimited energy all at once, therefore i feel as though the amount of energy took in by the e would be the same eitehr way	22	2: female	NA
jklI9VByyedG	6	1: I confirm	1: I will take it seriously	1	binary_channel	7	9	You asked me to base my estimation off my own intuition so I selected a probability based on what my gut instinct told me.  I suspect the number of effect entities present influenced this subconsciously.	35	2: female	NA
HpJZSCnXeUat	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	2	9	I believe the entity to have higher energy when all entity/effect channels are present. When only one is present, I believe to have a lower energy.	29	2: female	NA
mtiQZsUtGzGA	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	2	10	In situation A, C was spending its energy on 4 E's. In situation B, it was using its energy on one channel.	41	1: male	NA
uwqsb8TqNcme	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	7	7	Since its impossible to know how much energy is being sent out by C I just guessed based on distance and location.	35	2: female	NA
2coQtb4SS3Q2	3	1: I confirm	1: I will take it seriously	3	cont_channel_unlimited	6	6	because the other three are not active i guess that the one that is active, is receiving a higher effect from 'c'. 	49	2: female	not applicable
fxuIA8lJwaiC	5	1: I confirm	1: I will take it seriously	3	binary_radial	10	10	There is no indication in a finite amount of energy, so it shouldn't matter if it is shared or not.	22	2: female	NA
3HPAGYoklqLq	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	1	10	In the first one the energy distributed to each entity is along all four channels NS THEREFORE ONLY ONE QUARTER PER e.  iN THE SECOND SITUATION ALL THE NERGY IS TRANSFERRED ALONG ONE CHANNEL TO ONE ENTITY.	50	2: female	NA
lhnfwXVKpe8E	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	5	5	Equality of transmission 	63	2: female	NA
B1IrrrHUssvI	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	5	5	C appears to be emmiting the same amount of energy in both instances and because the energy is emmited radially it would not matter how many effect entities are present, the bottom right entity in both situations would be affected in the same way.	48	1: male	NA
Gv7mGHHbMTuU	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	10	10	"
I just assume that when C is sending energy to just one system that energy will be very high rather than it spread through the other 3"	37	1: male	"
I could see no problems at all in the study it was well laid out and intersting to do and I hope my answers help with your research"
Z1pjkzndOCi4	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	3	3	I gave these ratings with the belief that c radiated energy and direction to e 	40	2: female	NA
hMkx1YPhJgMD	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	7	10	I rated the scenario B as very high since there was only one E entity to be influenced by unlimited amount of energy and it seem to me that the influence would be more active than in scenario A, where the influence was distributed and there was a chance of various levels of activity.	32	2: female	None.
DyfOJhTMWbNj	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	3	10	"C was emitting maximum energy and therefore would effect one E entity to the maximum amount. With four E entities in the diagram I would expect to see a reduction in the amount of energy transfered to each E entity from C. So that meant working out a method to divide the energy emitted by C between the E entities. As there wre four entities I divided by four to give around a 3-4 on the scale,

Having explained how I did this I now realise that my answer may be completely wrong. This is because the radial energy from C would still be exerting maximum force no matter how many E entities there were, and that the absorbtion of energy from C by one E may not affect the energy transferred to any of the others. If all of the Es were lined up so that C's energy had to pass through a line of Es then that may have an affect on all of the Es, but thinking about it again, if the Es are seperate and diverse then Cs energy may have 100% force on all four Es."	62	1: male	No errors to report. All went smoothly and the study was interesting and educational.
xvZYIMmoWPpj	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	10	10	"If this cause C has an unlimited amount of energy, it doesn't matter if there is 4 effect entities or 1 effect entity, because it is capable of producing an unlimited amount of energy. It's not ""giving some"" to one effect entity and ""less"" to another entity - especially since it's ""radial"". It will always be giving an infinite amount of energy everywhere, and so it will always be high for every effect entity, regardless of the amount of entities."	38	1: male	NA
EsKdKmU9P4IB	6	1: I confirm	1: I will take it seriously	1	binary_channel	5	10	Since all four entities were present in situation A there was an equal chance for either one of the four entities to be present whereas in situation B we only see one entity present thus we see that there is a 100% possibility of the bottom right corner entity being activated.	30	1: male	NA
FpeZ8S5HIL6K	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	2	9	In situation A, C is influencing 4 effects so the influence would be weaker for all 4.  In situation B only e is being influenced by C so the effect is stronger.	54	2: female	NA
Y7wyXjKJJ4SP	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	C was affecting E in both situations regardless of how many other entities there may or may not have been in each scenario.  They can only be on or off and as C was channeling to E in both images they are both ON	37	2: female	no
oa2mORQ1TqcL	6	1: I confirm	1: I will take it seriously	1	binary_channel	3	10	1 in 4 chance on the left but 1 in 1 on the right 	49	1: male	NA
lewVK5x3Khgc	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	It was indicated that the entity was on since it effects E radically this entity was impacted in both scenerios	31	1: male	NA
JlaTuvMRePvG	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	2	2	Based on my intuition, the effect entities are decently far out from the cause entity, at least in the depiction given. Taken literally, I would assume the energy dissipates as the radial sizes increase, and this is the same thing that happens whether there is four effect entities or just one. So, I rated it somewhat low.	24	1: male	No errors, thank you for letting me participate.
1MPdegCIpFDG	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	7	10	Less energy in A because all four are present compared to the second one only having one entity present	28	1: male	NA
izjJjBjcGjCt	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	10	1	I believed that in the first diagram A, the effect entities were emitting very high energy/effect whereas in diagram B it appeared it was emitting or having a very low effect. 	57	2: female	none
QLjzfnj7ZOqg	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	4	6	I simply think that the absorbed energy for the situation including four effect entities would be lower than the absorbed energy when only one effect entity is present.  I do understand that the cause C only has a set amount of energy that can be generated.	57	1: male	no issues
T5IUK5kw8vst	5	1: I confirm	1: I will take it seriously	1	binary_radial	8	8	it wasn't clear to me whether the Clause had equal affects on all all 4 or just 1 element, and whether the radial elements had to follow the clause state or just 'may' follow it	73	1: male	none
9DDJ32mo48id	6	1: I confirm	1: I will take it seriously	2	binary_channel	8	9	As there was only 1 entity present in B I assumed it had more presence and was on. Whilst A all were present so it was less of a possibility that it was in an on state.	50	1: male	NA
nJ26kXb2soqG	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	3	9	I just assumed that due to their only being only entity to absorp said influence it would absorb more of the specific ammount of energy outputted by c	28	1: male	it seemed fine and intuitive
CPuUtopuwAZN	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	"It primarily had to do with the statement that an entity could only ever be on or off and there was no in between state. Given this information and the channel influence shown it didn't matter if there was 1 or 4 entities connected to the causal entity, any connection to the causal object would indicate to me that the other objects were ""on""."	35	1: male	None that I could perceive. 
Af2bsVMeov8J	5	1: I confirm	1: I will take it seriously	1	binary_radial	5	5	Mostly because they can only be on or off, that is why I picked 50% for both questions. It doesn't matter how many E's are around the C, because of the way you explained this study	51	2: female	none
51CoyVCi2opR	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	6	6	C only has a certain amount of energy it emits, so the energy would be the same whether there are 4 Es or 1 E.	60	2: female	NA
0fz9Iz4xBmJF	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	2	10	I assumed that because the causal entity has a specific amount of energy that it emits, it would split that energy emission between four effect entities at a much lower level than if it emitted the energy to just one effect entity. 	40	1: male	No, everything worked well for me.
